codigo_producto,subcategoria,categoria,marca,modelo,cantidad_bodega,condicion,precio_online,precio_sugerido_original,peso_kg,num_fotos,ubicacion,modalidad,fecha_valuacion,fecha_publicacion,notas,estado
JUGP202,Juguetes,A jugar,Koala,"",1,bueno,715.00,715.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CAPP60 - Koala Kin Rebozo,BAJO STOCK
JUGP203,Juguetes,A jugar,Yemaya,"",1,bueno,2149.20,2149.20,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CAPP62 - Yemaya Mochila Ergonómica,BAJO STOCK
JUGP204,Juguetes,A jugar,Pac,"",1,bueno,979.00,979.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ACAP16 - Pac Back Cargador Autoasiento,BAJO STOCK
JUGP205,Juguetes,A jugar,Gap,"",1,bueno,489.50,489.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ACAP17 - Gap Porta patineta,BAJO STOCK
JUGP206,Juguetes,A jugar,Chicco,"",2,bueno,874.50,874.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CAPP64 - Chicco Cangurera,BAJO STOCK
JUGP207,Juguetes,A jugar,Infanti,"",1,bueno,1990.00,1990.00,0.50,5,Polanco,compra directa,25/09/2025,,SKU: CYMP30 - Infanti Colecho,BAJO STOCK
JUGP208,Juguetes,A jugar,Pigeon,"",2,bueno,121.00,121.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: ADAP10 - Pigeon Mordederas,BAJO STOCK
JUGP209,Juguetes,A jugar,Pigeon,"",1,bueno,115.50,115.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ADAP11 - Pigeon Cubiertos,BAJO STOCK
JUGP210,Juguetes,A jugar,Pigeon,"",1,bueno,220.00,220.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ADAP12 - Pigeon Cepillos,BAJO STOCK
JUGP211,Juguetes,A jugar,Artista,"",1,bueno,4801.78,4801.78,0.50,1,Polanco,compra directa,25/09/2025,,SKU: ACRP23 - Artista reconocido Cuadros,BAJO STOCK
JUGP212,Juguetes,A jugar,Saddle,"",1,bueno,968.00,968.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CAPP55 - Saddle Baby Cargador niñ@ grande,BAJO STOCK
JUGP213,Juguetes,A jugar,Disney,"",1,bueno,214.50,214.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: DISP27 - Disney 6-7 años,BAJO STOCK
JUGP214,Juguetes,A jugar,Its,"",1,bueno,1074.60,1074.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: TYBP70 - Its Imagical Bicicleta de Equilibrio,BAJO STOCK
JUGP215,Juguetes,A jugar,General,"",1,bueno,649.00,649.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP32 - General Patines,BAJO STOCK
JUGP216,Juguetes,A jugar,Next,"",1,bueno,753.50,753.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP33 - Next Patines,BAJO STOCK
JUGP217,Juguetes,A jugar,Disney,"",1,bueno,495.00,495.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP38 - Disney  Patines,BAJO STOCK
JUGP218,Juguetes,A jugar,Heelys,"",1,bueno,385.00,385.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP39 - Heelys Patines,BAJO STOCK
JUGP219,Juguetes,A jugar,Heelys,"",1,bueno,385.00,385.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP40 - Heelys Patines,BAJO STOCK
JUGP220,Juguetes,A jugar,Disney,"",1,bueno,275.00,275.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP41 - Disney  Patines,BAJO STOCK
JUGP221,Juguetes,A jugar,Heelys,"",1,bueno,539.00,539.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP43 - Heelys Patines,BAJO STOCK
JUGP222,Juguetes,A jugar,Spectra,"",1,bueno,324.50,324.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ADAP19 - Spectra Accesorios de extractor,BAJO STOCK
JUGP223,Juguetes,A jugar,Baby,"",1,bueno,385.00,385.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ACAP19 - Baby jogger Adaptador de carriola,BAJO STOCK
JUGP224,Juguetes,A jugar,Personajes,"",1,bueno,742.50,742.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ACRP26 - Personajes Cuadros,BAJO STOCK
JUGP225,Juguetes,A jugar,Chicco,"",1,bueno,3218.40,3218.40,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CYMP18 - Chicco Colecho,BAJO STOCK
JUGP226,Juguetes,A jugar,PinBall,"",2,bueno,434.50,434.50,0.50,1,Polanco,compra directa,25/09/2025,,SKU: JUGP243 - PinBall Chicco,BAJO STOCK
JUGP227,Juguetes,A jugar,Mega,"",1,bueno,385.00,385.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: JUGP254 - Mega Bloks 5 años y más,BAJO STOCK
JUGP228,Juguetes,A jugar,Mattel,"",1,bueno,357.50,357.50,0.50,1,Polanco,compra directa,25/09/2025,,SKU: JUGP230 - Mattel 5 años y más,BAJO STOCK
JUGP229,Juguetes,A jugar,Quinper,"",1,bueno,467.50,467.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP51 - Quinper 12 meses,BAJO STOCK
JUGP233,Juguetes,A jugar,Mattel,"",1,bueno,99.00,99.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP328 - Mattel 5 años y más,BAJO STOCK
JUGP234,Juguetes,A jugar,T,"",1,bueno,148.50,148.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: LYRP53 - T rex Niños,BAJO STOCK
JUGP235,Juguetes,A jugar,Lansinoh,"",1,bueno,385.00,385.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: EDLP45 - Lansinoh Sencillo,BAJO STOCK
JUGP236,Juguetes,A jugar,Luca,"",1,bueno,467.50,467.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP60 - Luca Gobbi 12 meses,BAJO STOCK
JUGP237,Juguetes,A jugar,Couture,"",1,bueno,357.50,357.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP64 - Couture Princess 4 años,BAJO STOCK
JUGP238,Juguetes,A jugar,Petit,"",1,bueno,357.50,357.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP66 - Petit Coeur 2 años,BAJO STOCK
JUGP239,Juguetes,A jugar,Vestido,"",1,bueno,467.50,467.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP67 - Vestido 18 meses,BAJO STOCK
JUGP240,Juguetes,A jugar,Mayoral,"",1,bueno,324.50,324.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP68 - Mayoral 2 años,BAJO STOCK
JUGP241,Juguetes,A jugar,Babine,"",1,bueno,467.50,467.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP71 - Babine 2 años,BAJO STOCK
JUGP242,Juguetes,A jugar,Janie,"",1,bueno,434.50,434.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP72 - Janie and Jack 12 meses,BAJO STOCK
JUGP243,Juguetes,A jugar,American,"",1,bueno,357.50,357.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP63 - American princess 18 meses,BAJO STOCK
JUGP244,Juguetes,A jugar,100%,"",1,bueno,324.50,324.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP62 - 100% algodon 3 años,BAJO STOCK
JUGP246,Juguetes,A jugar,Razor,"",1,bueno,495.00,495.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP49 - Razor Scooter pequeño,BAJO STOCK
JUGP247,Juguetes,A jugar,Mercurio,"",1,bueno,1074.60,1074.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: TYBP75 - Mercurio Bicicleta de Equilibrio,BAJO STOCK
JUGP248,Juguetes,A jugar,Fist,"",1,bueno,979.00,979.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: TYBP76 - Fist move Bicicleta de Equilibrio,BAJO STOCK
JUGP249,Juguetes,A jugar,Napps,"",1,bueno,195.00,195.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ADAP24 - Napps Baberos,BAJO STOCK
JUGP253,Juguetes,A jugar,Chicco,"",2,bueno,874.50,874.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: EDBP17 - Chicco Eléctrico,BAJO STOCK
JUGP254,Juguetes,A jugar,Dundy,"",1,bueno,2149.20,2149.20,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP337 - Dundy 5 años y más,BAJO STOCK
JUGP255,Juguetes,A jugar,Chicco,"",1,bueno,1458.00,1458.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: MCBP70 - Chicco Silla Mecedora,BAJO STOCK
JUGP258,Juguetes,A jugar,Mattel,"",1,bueno,764.50,764.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP349 - Mattel 5 años y más,BAJO STOCK
JUGP259,Juguetes,A jugar,Mattel,"",1,bueno,203.50,203.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP350 - Mattel 5 años y más,BAJO STOCK
JUGP260,Juguetes,A jugar,Build,"",1,bueno,330.00,330.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP351 - Build a Bear 5 años y más,BAJO STOCK
JUGP261,Juguetes,A jugar,Levis,"",1,bueno,247.50,247.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MBCP33 - Levis 6 meses,BAJO STOCK
JUGP262,Juguetes,A jugar,Adidas,"",1,bueno,181.50,181.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MBCP35 - Adidas 12 meses,BAJO STOCK
JUGP263,Juguetes,A jugar,Gap,"",1,bueno,176.00,176.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HACP55 - Gap 12 meses,BAJO STOCK
JUGP264,Juguetes,A jugar,Dockers,"",1,bueno,269.50,269.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HACP54 - Dockers 12 meses,BAJO STOCK
JUGP265,Juguetes,A jugar,Carters,"",1,bueno,154.00,154.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HACP53 - Carters 6 meses,BAJO STOCK
JUGP266,Juguetes,A jugar,Ferrioni,"",1,bueno,154.00,154.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HACP51 - Ferrioni 12 meses,BAJO STOCK
JUGP267,Juguetes,A jugar,Tommy,"",1,bueno,247.50,247.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HACP44 - Tommy Hilfilger 12 meses,BAJO STOCK
JUGP268,Juguetes,A jugar,Ralph,"",1,bueno,132.00,132.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HACP47 - Ralph Lauren 0-3 meses,BAJO STOCK
JUGP269,Juguetes,A jugar,Adidas,"",1,bueno,154.00,154.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HACP50 - Adidas 12 meses,BAJO STOCK
JUGP270,Juguetes,A jugar,Everlast,"",1,bueno,269.50,269.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HCCP31 - Everlast 12 meses,BAJO STOCK
JUGP271,Juguetes,A jugar,UnderArmour,"",1,bueno,247.50,247.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HCCP32 - UnderArmour 0-3 meses,BAJO STOCK
JUGP272,Juguetes,A jugar,Puma,"",1,bueno,379.50,379.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HCCP33 - Puma 6 meses,BAJO STOCK
JUGP273,Juguetes,A jugar,Puma,"",1,bueno,214.50,214.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HCCP36 - Puma 6 meses,BAJO STOCK
JUGP274,Juguetes,A jugar,Ralph,"",2,bueno,187.00,187.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HCCP28 - Ralph Lauren 0-3 meses,BAJO STOCK
JUGP275,Juguetes,A jugar,Bóboli,"",1,bueno,385.00,385.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HCCP37 - Bóboli 9 meses,BAJO STOCK
JUGP276,Juguetes,A jugar,Spin,"",1,bueno,324.50,324.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP354 - Spin master  3 años,BAJO STOCK
JUGP277,Juguetes,A jugar,Playskool,"",1,bueno,77.00,77.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP357 - Playskool 2 años,BAJO STOCK
JUGP278,Juguetes,A jugar,Luca,"",1,bueno,324.50,324.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CMNP50 - Luca Gobbi 3-4a 15.5-16cm,BAJO STOCK
JUGP279,Juguetes,A jugar,Luca,"",1,bueno,324.50,324.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CMNP51 - Luca Gobbi 3-4a 15.5-16cm,BAJO STOCK
JUGP280,Juguetes,A jugar,Mini,"",1,bueno,324.50,324.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CMNP52 - Mini Melissa 18-24m 13.5-14cm,BAJO STOCK
JUGP281,Juguetes,A jugar,Mini,"",1,bueno,214.50,214.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CMNP53 - Mini Melissa  5-6a 17.5-18cm,BAJO STOCK
JUGP282,Juguetes,A jugar,Adidas,"",1,bueno,269.50,269.50,0.50,1,Polanco,compra directa,25/09/2025,,SKU: MBCP49 - Adidas 11 años,BAJO STOCK
JUGP283,Juguetes,A jugar,Mayoral,"",1,bueno,324.50,324.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MACP89 - Mayoral 7 años,BAJO STOCK
JUGP284,Juguetes,A jugar,Adidas,"",1,bueno,357.50,357.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MACP95 - Adidas 10 años,BAJO STOCK
JUGP285,Juguetes,A jugar,H&M,"",1,bueno,275.00,275.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MACP96 - H&M 7 años,BAJO STOCK
JUGP286,Juguetes,A jugar,Tommy,"",1,bueno,220.00,220.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MACP97 - Tommy Hilfilger 12 meses,BAJO STOCK
JUGP287,Juguetes,A jugar,Adidas,"",1,bueno,132.00,132.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MACP98 - Adidas 4 años,BAJO STOCK
JUGP288,Juguetes,A jugar,Ralph,"",1,bueno,434.50,434.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP110 - Ralph Lauren 5 años,BAJO STOCK
JUGP289,Juguetes,A jugar,Ralph,"",1,bueno,434.50,434.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP115 - Ralph Lauren 6 años,BAJO STOCK
JUGP290,Juguetes,A jugar,Ralph,"",1,bueno,434.50,434.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP113 - Ralph Lauren 4 años,BAJO STOCK
JUGP291,Juguetes,A jugar,Puma,"",1,bueno,379.50,379.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: MCCP116 - Puma 2 años,BAJO STOCK
JUGP292,Juguetes,A jugar,Prinsel,"",1,bueno,418.00,418.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ANDP31 - Prinsel Fija,BAJO STOCK
JUGP293,Juguetes,A jugar,Spin,"",1,bueno,214.50,214.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JDMP38 - Spin master Completo,BAJO STOCK
JUGP294,Juguetes,A jugar,Spin,"",1,bueno,324.50,324.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JDMP39 - Spin master Completo,BAJO STOCK
JUGP295,Juguetes,A jugar,General,"",1,bueno,137.50,137.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP393 - General 3 años,BAJO STOCK
JUGP296,Juguetes,A jugar,Fisher,"",1,bueno,154.00,154.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP407 - Fisher Price 2 años,BAJO STOCK
JUGP297,Juguetes,A jugar,Marvel,"",2,bueno,385.00,385.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: SORP51 - Marvel Scooter Grande,BAJO STOCK
JUGP298,Juguetes,A jugar,Von,"",1,bueno,577.50,577.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: PDAP8 - Von Home Eléctrico,BAJO STOCK
JUGP299,Juguetes,A jugar,Shnuggle,"",2,bueno,1350.00,1350.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: BANP42 - Shnuggle Con base,BAJO STOCK
JUGP300,Juguetes,A jugar,Mini,"",1,bueno,324.50,324.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CHNP62 - Mini burbujas 9-12m 11.5-12cm,BAJO STOCK
JUGP301,Juguetes,A jugar,Andanenes,"",1,bueno,385.00,385.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CHNP64 - Andanenes 9-12m 11.5-12cm,BAJO STOCK
JUGP302,Juguetes,A jugar,Mini,"",1,bueno,346.50,346.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CHNP63 - Mini burbujas 2-3a 14.5-15cm,BAJO STOCK
JUGP303,Juguetes,A jugar,Nike,"",1,bueno,324.50,324.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CHNP72 - Nike 9-12m 11.5-12cm,BAJO STOCK
JUGP304,Juguetes,A jugar,Memory,"",1,bueno,544.50,544.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: COLP33 - Memory Foam Cuna de viaje,BAJO STOCK
JUGP305,Juguetes,A jugar,Maxicosi,"",1,bueno,3078.00,3078.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CYMP35 - Maxicosi Colecho,BAJO STOCK
JUGP306,Juguetes,A jugar,Marvel,"",1,bueno,99.00,99.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP416 - Marvel 5 años y más,BAJO STOCK
JUGP307,Juguetes,A jugar,Marvel,"",1,bueno,121.00,121.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP418 - Marvel 5 años y más,BAJO STOCK
JUGP308,Juguetes,A jugar,Mattel,"",1,bueno,214.50,214.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP419 - Mattel 5 años y más,BAJO STOCK
JUGP309,Juguetes,A jugar,Marvel,"",1,bueno,99.00,99.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP426 - Marvel 5 años y más,BAJO STOCK
JUGP310,Juguetes,A jugar,Ybike,"",1,bueno,1566.00,1566.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP61 - Ybike Scooter pequeño,BAJO STOCK
JUGP311,Juguetes,A jugar,Nathor,"",1,bueno,764.50,764.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: TYBP82 - Nathor R-12 / 2-3a,BAJO STOCK
JUGP312,Juguetes,A jugar,Fisher,"",1,bueno,495.00,495.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ACRP29 - Fisher price proyector,BAJO STOCK
JUGP313,Juguetes,A jugar,General,"",1,bueno,429.00,429.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: COLP34 - General Cuna estándar,BAJO STOCK
JUGP314,Juguetes,A jugar,Baby,"",1,bueno,247.50,247.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JDCP7 - Baby Mink Cuna estándar,BAJO STOCK
JUGP315,Juguetes,A jugar,Disney,"",1,bueno,434.50,434.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP34 - Disney 2-3 años,BAJO STOCK
JUGP316,Juguetes,A jugar,Disney,"",1,bueno,385.00,385.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP434 - Disney 4 años,BAJO STOCK
JUGP317,Juguetes,A jugar,Rawlings,"",1,bueno,434.50,434.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP439 - Rawlings 5 años y más,BAJO STOCK
JUGP318,Juguetes,A jugar,Fisher,"",1,bueno,214.50,214.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP446 - Fisher Price 2 años,BAJO STOCK
JUGP320,Juguetes,A jugar,Feber,"",1,bueno,1074.60,1074.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: MDEP38 - Feber Eléctrico,BAJO STOCK
JUGP321,Juguetes,A jugar,Apache,"",1,bueno,544.50,544.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP65 - Apache Scooter Grande,BAJO STOCK
JUGP322,Juguetes,A jugar,Babymoov,"",1,bueno,324.50,324.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: BANP45 - Babymoov Otro,BAJO STOCK
JUGP323,Juguetes,A jugar,Marc,"",1,bueno,1566.00,1566.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: ABDP66 - Marc jacobs Bolsa,BAJO STOCK
JUGP324,Juguetes,A jugar,General,"",1,bueno,324.50,324.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ABDP67 - General Pañalera,BAJO STOCK
JUGP325,Juguetes,A jugar,Mattel,"",1,bueno,495.00,495.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP447 - Mattel 3 años,BAJO STOCK
JUGP326,Juguetes,A jugar,Nenuco,"",1,bueno,1242.00,1242.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP448 - Nenuco 3 años,BAJO STOCK
JUGP327,Juguetes,A jugar,Its,"",1,bueno,1195.00,1195.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: TYBP88 - Its Imagical Triciclo convertible,BAJO STOCK
JUGP328,Juguetes,A jugar,Shnuggle,"",1,bueno,1350.00,1350.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: BANP47 - Shnuggle Con base,BAJO STOCK
JUGP329,Juguetes,A jugar,Cybex,"",1,bueno,2154.60,2154.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: MCBP75 - Cybex Silla Mecedora,BAJO STOCK
JUGP330,Juguetes,A jugar,Prinsel,"",1,bueno,797.50,797.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ANDP32 - Prinsel Plegable,BAJO STOCK
JUGP331,Juguetes,A jugar,General,"",1,bueno,214.50,214.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP451 - General 3 años,BAJO STOCK
JUGP332,Juguetes,A jugar,Chicco,"",1,bueno,275.00,275.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ACAP26 - Chicco Espejos retrovisores,BAJO STOCK
JUGP333,Juguetes,A jugar,YoYo,"",1,bueno,3774.60,3774.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ACAP27 - YoYo Adaptador de carriola,BAJO STOCK
JUGP334,Juguetes,A jugar,YoYo,"",1,bueno,2154.60,2154.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ACAP28 - YoYo Adaptador de carriola,BAJO STOCK
JUGP335,Juguetes,A jugar,YoYo,"",1,bueno,2154.60,2154.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ACAP29 - YoYo Adaptador de carriola,BAJO STOCK
JUGP336,Juguetes,A jugar,D,"",1,bueno,214.50,214.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CAPP75 - D Yaly Rebozo,BAJO STOCK
JUGP337,Juguetes,A jugar,Avi,"",1,bueno,357.50,357.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CAPP72 - Avi Cangurera,BAJO STOCK
JUGP338,Juguetes,A jugar,Diva,"",1,bueno,825.00,825.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CAPP74 - Diva Essenza Mei Thai,BAJO STOCK
JUGP339,Juguetes,A jugar,Cardiff,"",1,bueno,1074.60,1074.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP70 - Cardiff Cruiser Patines,BAJO STOCK
JUGP340,Juguetes,A jugar,Disney,"",1,bueno,495.00,495.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP72 - Disney  Patines,BAJO STOCK
JUGP341,Juguetes,A jugar,Via,"",1,bueno,1614.60,1614.60,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ABDP71 - Via Spiga Talla 24,BAJO STOCK
JUGP342,Juguetes,A jugar,Nicolle,"",1,bueno,984.50,984.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ABDP70 - Nicolle Aimee Bolsa,BAJO STOCK
JUGP343,Juguetes,A jugar,Evenflo,"",1,bueno,2154.60,2154.60,0.50,3,Polanco,compra directa,25/09/2025,,SKU: EDLP46 - Evenflo Sencillo,BAJO STOCK
JUGP344,Juguetes,A jugar,Fisher,"",1,bueno,935.00,935.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: MCBP78 - Fisher Price Silla Mecedora,BAJO STOCK
JUGP345,Juguetes,A jugar,Tommee,"",1,bueno,1053.00,1053.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: EDBP20 - Tommee Tippee Eléctrico,BAJO STOCK
JUGP346,Juguetes,A jugar,Esterilizador,"",1,bueno,247.50,247.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: EDBP21 - Esterilizador portátil UV Munchkin,BAJO STOCK
JUGP347,Juguetes,A jugar,Chicco,"",1,bueno,435.00,435.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: MDCP20 - Chicco Sonido y movimiento,BAJO STOCK
JUGP348,Juguetes,A jugar,Baby,"",1,bueno,968.00,968.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ACAP30 - Baby jogger Patín carriola,BAJO STOCK
JUGP349,Juguetes,A jugar,ABC,"",1,bueno,935.00,935.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ACAP31 - ABC Design Patín carriola,BAJO STOCK
JUGP350,Juguetes,A jugar,Kids,"",2,bueno,544.50,544.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JDCP8 - Kids Matrimonial,BAJO STOCK
JUGP351,Juguetes,A jugar,Mattel,"",1,bueno,544.50,544.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP460 - Mattel 4 años,BAJO STOCK
JUGP352,Juguetes,A jugar,Bambineto,"",1,bueno,2154.60,2154.60,0.50,3,Polanco,compra directa,25/09/2025,,SKU: BANP52 - Bambineto Con base y cambiador,BAJO STOCK
JUGP353,Juguetes,A jugar,Prinsel,"",1,bueno,605.00,605.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ANDP35 - Prinsel Fija,BAJO STOCK
JUGP354,Juguetes,A jugar,Baby,"",1,bueno,935.00,935.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: MCBP81 - Baby Einstein Silla Mecedora,BAJO STOCK
JUGP355,Juguetes,A jugar,Fisher,"",1,bueno,874.50,874.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP461 - Fisher Price 2 años,BAJO STOCK
JUGP356,Juguetes,A jugar,TushBaby,"",1,bueno,1290.60,1290.60,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CAPP78 - TushBaby Cangurera,BAJO STOCK
JUGP357,Juguetes,A jugar,Monopoly,"",1,bueno,434.50,434.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JDMP42 - Monopoly Fornite Nuevo,BAJO STOCK
JUGP358,Juguetes,A jugar,Chicco,"",1,bueno,324.50,324.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: EDLP47 - Chicco Sencillo,BAJO STOCK
JUGP359,Juguetes,A jugar,Little,"",1,bueno,385.00,385.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ANDP36 - Little Monkey Plegable,BAJO STOCK
