codigo_producto,subcategoria,categoria,marca,modelo,cantidad_bodega,condicion,precio_online,precio_sugerido_original,peso_kg,num_fotos,ubicacion,modalidad,fecha_valuacion,fecha_publicacion,notas,estado
JUGP360,Juguetes,A jugar,Fao,"",1,bueno,869.00,869.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP462 - Fao Schwarz 5 años y más,BAJO STOCK
JUGP361,Juguetes,A jugar,Hot,"",1,bueno,324.50,324.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP470 - Hot Wheels 3 años,BAJO STOCK
JUGP362,Juguetes,A jugar,Apache,"",1,bueno,544.50,544.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: SORP73 - Apache Scooter pequeño,BAJO STOCK
JUGP363,Juguetes,A jugar,Prinsel,"",1,bueno,462.00,462.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: BANP53 - Prinsel Con base,BAJO STOCK
JUGP364,Juguetes,A jugar,ChilaFish,"",1,bueno,764.50,764.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: TYBP97 - ChilaFish Bicicleta de Equilibrio,BAJO STOCK
JUGP365,Juguetes,A jugar,BabyBjorn,"",1,bueno,3235.00,3235.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: MCBP82 - BabyBjorn Silla Mecedora,BAJO STOCK
JUGP366,Juguetes,A jugar,Chicco,"",1,bueno,1069.20,1069.20,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP485 - Chicco 5 años y más,BAJO STOCK
JUGP367,Juguetes,A jugar,Paw,"",1,bueno,385.00,385.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP483 - Paw Patrol 3 años,BAJO STOCK
JUGP368,Juguetes,A jugar,Imaginext,"",1,bueno,434.50,434.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP475 - Imaginext 3 años,BAJO STOCK
JUGP369,Juguetes,A jugar,Imaginext,"",1,bueno,324.50,324.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP476 - Imaginext 3 años,BAJO STOCK
JUGP370,Juguetes,A jugar,Imaginext,"",1,bueno,324.50,324.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP477 - Imaginext 3 años,BAJO STOCK
JUGP371,Juguetes,A jugar,Hot,"",1,bueno,984.50,984.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP487 - Hot Wheels 5 años y más,BAJO STOCK
JUGP372,Juguetes,A jugar,Bebear,"",1,bueno,984.50,984.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CAPP79 - Bebear Cangurera,BAJO STOCK
JUGP373,Juguetes,A jugar,Novelty,"",1,bueno,302.50,302.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JDMP46 - Novelty Completo,BAJO STOCK
JUGP374,Juguetes,A jugar,Smart,"",1,bueno,247.50,247.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JDMP45 - Smart Games Completo,BAJO STOCK
JUGP375,Juguetes,A jugar,Mega,"",1,bueno,434.50,434.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP492 - Mega Bloks 2 años,BAJO STOCK
JUGP376,Juguetes,A jugar,Playskool,"",1,bueno,434.50,434.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP495 - Playskool 3 años,BAJO STOCK
JUGP377,Juguetes,A jugar,Alpha,"",1,bueno,280.28,280.28,0.50,3,Polanco,compra directa,25/09/2025,,SKU: JUGP497 - Alpha 2 años,BAJO STOCK
JUGP378,Juguetes,A jugar,Bright,"",1,bueno,715.00,715.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: MCBP83 - Bright Starts Silla Mecedora,BAJO STOCK
JUGP379,Juguetes,A jugar,Halo,"",1,bueno,4314.60,4314.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CYMP38 - Halo Moises,BAJO STOCK
JUGP380,Juguetes,A jugar,Raganet,"",1,bueno,467.50,467.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCRP82 - Raganet Correpasillos,BAJO STOCK
JUGP381,Juguetes,A jugar,Oxelo,"",1,bueno,825.00,825.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP77 - Oxelo Scooter Grande,BAJO STOCK
JUGP382,Juguetes,A jugar,Kristhian,"",1,bueno,1350.00,1350.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CYMP40 - Kristhian Moisés,BAJO STOCK
JUGP383,Juguetes,A jugar,Teytoy,"",1,bueno,544.50,544.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: MDCP21 - Teytoy Sonido y movimiento,BAJO STOCK
JUGP384,Juguetes,A jugar,Disney,"",1,bueno,264.00,264.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: DISP39 - Disney +8 años,BAJO STOCK
JUGP385,Juguetes,A jugar,Marvel,"",1,bueno,214.50,214.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP40 - Marvel 2-3 años,BAJO STOCK
JUGP386,Juguetes,A jugar,Marvel,"",1,bueno,214.50,214.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP41 - Marvel +8 años,BAJO STOCK
JUGP387,Juguetes,A jugar,Dc,"",1,bueno,324.50,324.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP37 - Dc comics +8 años,BAJO STOCK
JUGP388,Juguetes,A jugar,Marvel,"",1,bueno,198.00,198.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP36 - Marvel +8 años,BAJO STOCK
JUGP389,Juguetes,A jugar,Marvel,"",1,bueno,214.50,214.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP38 - Marvel +8 años,BAJO STOCK
JUGP390,Juguetes,A jugar,Marvel,"",1,bueno,214.50,214.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP42 - Marvel +8 años,BAJO STOCK
JUGP391,Juguetes,A jugar,Disney,"",1,bueno,247.50,247.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP43 - Disney 4-5 años,BAJO STOCK
JUGP392,Juguetes,A jugar,Marvel,"",1,bueno,165.00,165.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP44 - Marvel 2-3 años,BAJO STOCK
JUGP393,Juguetes,A jugar,Marvel,"",1,bueno,214.50,214.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP46 - Marvel 4-5 años,BAJO STOCK
JUGP394,Juguetes,A jugar,Disney,"",1,bueno,385.00,385.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP49 - Disney 2-3 años,BAJO STOCK
JUGP395,Juguetes,A jugar,Disney,"",1,bueno,434.50,434.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP48 - Disney 6-7 años,BAJO STOCK
JUGP396,Juguetes,A jugar,Disney,"",1,bueno,319.00,319.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP47 - Disney 2-3 años,BAJO STOCK
JUGP397,Juguetes,A jugar,Chicco,"",1,bueno,1830.60,1830.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CAPP83 - Chicco Mochila Senderismo,BAJO STOCK
JUGP398,Juguetes,A jugar,Tina,"",1,bueno,275.00,275.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: BANP55 - Tina,BAJO STOCK
JUGP399,Juguetes,A jugar,Dbebe,"",1,bueno,299.00,299.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: BANP56 - Dbebe Tina,BAJO STOCK
JUGP400,Juguetes,A jugar,Medela,"",1,bueno,3186.00,3186.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: EDLP48 - Medela Doble,BAJO STOCK
JUGP401,Juguetes,A jugar,Chicco,"",1,bueno,313.50,313.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ACRP32 - Chicco Otro,BAJO STOCK
JUGP402,Juguetes,A jugar,Arlequin,"",1,bueno,319.00,319.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP50 - Arlequin +8 años,BAJO STOCK
JUGP403,Juguetes,A jugar,Aurora,"",1,bueno,209.00,209.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP51 - Aurora 2-3 años,BAJO STOCK
JUGP404,Juguetes,A jugar,Aurora,"",1,bueno,143.00,143.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: DISP52 - Aurora 4-5 años,BAJO STOCK
JUGP405,Juguetes,A jugar,Bailarina,"",1,bueno,319.00,319.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP53 - Bailarina 6-7 años,BAJO STOCK
JUGP406,Juguetes,A jugar,Barbie,"",1,bueno,495.00,495.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP54 - Barbie Princesa 6-7 años,BAJO STOCK
JUGP407,Juguetes,A jugar,Melissa&Dough,"",1,bueno,165.00,165.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP58 - Melissa&Dough 4-5 años,BAJO STOCK
JUGP408,Juguetes,A jugar,Disney,"",1,bueno,385.00,385.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: DISP57 - Disney 4-5 años,BAJO STOCK
JUGP409,Juguetes,A jugar,Bella,"",1,bueno,467.50,467.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP56 - Bella 6-7 años,BAJO STOCK
JUGP410,Juguetes,A jugar,Disney,"",1,bueno,324.50,324.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP55 - Disney +8 años,BAJO STOCK
JUGP411,Juguetes,A jugar,Dungeons,"",1,bueno,346.50,346.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JDMP48 - Dungeons and dragons Completo,BAJO STOCK
JUGP412,Juguetes,A jugar,Skip,"",1,bueno,181.50,181.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ACAP34 - Skip hop Organizador,BAJO STOCK
JUGP413,Juguetes,A jugar,Huffy,"",1,bueno,1074.60,1074.60,0.50,2,Polanco,compra directa,25/09/2025,,SKU: TYBP103 - Huffy Bicicleta de Equilibrio,BAJO STOCK
JUGP414,Juguetes,A jugar,Ingenuity,"",1,bueno,935.00,935.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: MCBP85 - Ingenuity Columpio mecedora,BAJO STOCK
JUGP415,Juguetes,A jugar,Marcas,"",1,bueno,434.50,434.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CMNP67 - Marcas Españolas 4-5a 16.5-17cm,BAJO STOCK
JUGP416,Juguetes,A jugar,Marcas,"",1,bueno,434.50,434.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CMNP68 - Marcas Españolas  5-6a 17.5-18cm,BAJO STOCK
JUGP417,Juguetes,A jugar,Marcas,"",1,bueno,434.50,434.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CMNP69 - Marcas Españolas 2-3a 14.5-15cm,BAJO STOCK
JUGP418,Juguetes,A jugar,Chicco,"",1,bueno,434.50,434.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CMNP70 - Chicco 12-18m 12.5-13cm,BAJO STOCK
JUGP419,Juguetes,A jugar,Just,"",1,bueno,330.00,330.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: MCCP124 - Just 4 kids 3 años,BAJO STOCK
JUGP421,Juguetes,A jugar,Ingenuity,"",1,bueno,1614.60,1614.60,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ANDP38 - Ingenuity Plegable,BAJO STOCK
JUGP422,Juguetes,A jugar,Disney,"",1,bueno,324.50,324.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP59 - Disney 4-5 años,BAJO STOCK
JUGP423,Juguetes,A jugar,Disney,"",1,bueno,434.50,434.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: DISP60 - Disney +8 años,BAJO STOCK
JUGP424,Juguetes,A jugar,Novelty,"",1,bueno,247.50,247.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JDMP50 - Novelty Completo,BAJO STOCK
JUGP425,Juguetes,A jugar,Novelty,"",1,bueno,66.00,66.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JDMP51 - Novelty Completo,BAJO STOCK
JUGP426,Juguetes,A jugar,Pista,"",1,bueno,544.50,544.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP507 - Pista Disney Mickey,BAJO STOCK
JUGP427,Juguetes,A jugar,Lego,"",1,bueno,654.50,654.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP508 - Lego 2 años,BAJO STOCK
JUGP428,Juguetes,A jugar,Chicco,"",1,bueno,434.50,434.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CMNP71 - Chicco 3-4a 15.5-16cm,BAJO STOCK
JUGP429,Juguetes,A jugar,Extractor,"",1,bueno,764.50,764.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: EDLP50 - Extractor Doble,BAJO STOCK
JUGP430,Juguetes,A jugar,Bumper,"",1,bueno,715.00,715.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ACRP34 - Bumper para cuna,BAJO STOCK
JUGP431,Juguetes,A jugar,Plegable,"",2,bueno,120.00,120.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CYMP44 - Plegable Moisés,BAJO STOCK
JUGP432,Juguetes,A jugar,Mattel,"",1,bueno,984.50,984.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP513 - Mattel 5 años y más,BAJO STOCK
JUGP433,Juguetes,A jugar,Hockey,"",1,bueno,544.50,544.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: JUGP509 - Hockey 5 años y más,BAJO STOCK
JUGP434,Juguetes,A jugar,ItsIMagical,"",1,bueno,275.00,275.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP514 - ItsIMagical 2 años,BAJO STOCK
JUGP435,Juguetes,A jugar,Disney,"",1,bueno,544.50,544.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP515 - Disney 5 años y más,BAJO STOCK
JUGP436,Juguetes,A jugar,Lennylamb,"",1,bueno,1350.00,1350.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CAPP84 - Lennylamb Mochila Ergonómica,BAJO STOCK
JUGP437,Juguetes,A jugar,Redlemon,"",2,bueno,385.00,385.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CAPP85 - Redlemon Mochila Ergonómica,BAJO STOCK
JUGP438,Juguetes,A jugar,Disney,"",1,bueno,935.00,935.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SORP83 - Disney  Patines,BAJO STOCK
JUGP440,Juguetes,A jugar,Wood,"",1,bueno,979.00,979.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: TYBP108 - Wood bike Bicicleta de Equilibrio,BAJO STOCK
JUGP441,Juguetes,A jugar,Summer,"",1,bueno,495.00,495.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: MCBP87 - Summer Silla Mecedora,BAJO STOCK
JUGP442,Juguetes,A jugar,Adidas,"",1,bueno,825.00,825.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CHNP75 - Adidas 2-3a 14.5-15cm,BAJO STOCK
MCRP001,Montables y correpasillos Bebé,A jugar,Fisher,"",2,bueno,324.50,324.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSMCRP13 - Fisher Price Correpasillos,BAJO STOCK
MCRP002,Montables y correpasillos Bebé,A jugar,General,"",1,bueno,324.50,324.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSMCRP19 - General  Montable y correpasillos,BAJO STOCK
MCRP003,Montables y correpasillos Bebé,A jugar,Fisher,"",2,bueno,395.00,395.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSMCRP21 - Fisher Price Montable y correpasillos,BAJO STOCK
MCRP004,Montables y correpasillos Bebé,A jugar,Fisher,"",1,bueno,495.00,495.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSMCRP22 - Fisher Price Montable y correpasillos,BAJO STOCK
MCRP005,Montables y correpasillos Bebé,A jugar,General,"",1,bueno,324.50,324.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSMCRP23 - General Montable y correpasillos,BAJO STOCK
MCRP006,Montables y correpasillos Bebé,A jugar,Feber,"",1,bueno,418.00,418.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSMCRP45 - Feber Montable,BAJO STOCK
MCRP007,Montables y correpasillos Bebé,A jugar,Feber,"",1,bueno,972.00,972.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSMCRP47 - Feber Montable,BAJO STOCK
MCRP008,Montables y correpasillos Bebé,A jugar,Molto,"",1,bueno,495.00,495.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: MCRP80 - Molto Montable,BAJO STOCK
MCRP009,Montables y correpasillos Bebé,A jugar,Step,"",2,bueno,495.00,495.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: MCRP85 - Step 2 Montable,BAJO STOCK
MCRP010,Montables y correpasillos Bebé,A jugar,chicco,"",1,bueno,434.50,434.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: MCRP86 - chicco Correpasillos,BAJO STOCK
MCRP011,Montables y correpasillos Bebé,A jugar,Little,"",1,bueno,495.00,495.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: MCRP87 - Little Tikes Montable,BAJO STOCK
AUTP001,Autoasientos,A pasear,Cybex,"",1,bueno,2689.20,2689.20,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSAUTP21 - Cybex Portabebé 0-13 kg,BAJO STOCK
AUTP002,Autoasientos,A pasear,Maxicosi,"",1,bueno,2970.00,2970.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSAUTP22 - Maxicosi Portabebé 0-13 kg,BAJO STOCK
AUTP003,Autoasientos,A pasear,Maxicosi,"",1,bueno,3495.00,3495.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSAUTP45 - Maxicosi Portabebé 0-13 kg,BAJO STOCK
AUTP004,Autoasientos,A pasear,Cybex,"",1,bueno,2689.20,2689.20,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSAUTP21 - Cybex Portabebé 0-13 kg,BAJO STOCK
AUTP005,Autoasientos,A pasear,Maxicosi,"",1,bueno,2970.00,2970.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSAUTP22 - Maxicosi Portabebé 0-13 kg,BAJO STOCK
AUTP006,Autoasientos,A pasear,Maxicosi,"",1,bueno,3495.00,3495.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSAUTP45 - Maxicosi Portabebé 0-13 kg,BAJO STOCK
AUTP007,Autoasientos,A pasear,Uppababy,"",1,bueno,3013.20,3013.20,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSODPP52 - Uppababy  Bambineto,BAJO STOCK
AUTP008,Autoasientos,A pasear,Mon,"",1,bueno,2430.00,2430.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: AUTP109 - Mon Caramel  Autoasientos 0-18 a 25 kg,BAJO STOCK
AUTP009,Autoasientos,A pasear,Cybex,"",1,bueno,3234.60,3234.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP111 - Cybex Autoasientos 0-18 a 25 kg,BAJO STOCK
AUTP010,Autoasientos,A pasear,Chicco,"",2,bueno,3942.00,3942.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP119 - Chicco Autoasientos 9-18 a 30 kg,BAJO STOCK
AUTP012,Autoasientos,A pasear,Nuna,"",1,bueno,8000.00,8000.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: AUTP125 - Nuna Autoasientos 0-18 a 35 kg,BAJO STOCK
AUTP013,Autoasientos,A pasear,Britax,"",1,bueno,4590.00,4590.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP133 - Britax Autoasientos 0-18 a 25 kg,BAJO STOCK
AUTP014,Autoasientos,A pasear,Chicco,"",1,bueno,3834.00,3834.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP134 - Chicco Autoasientos 0-18 a 25 kg,BAJO STOCK
AUTP015,Autoasientos,A pasear,Joie,"",1,bueno,4590.00,4590.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP147 - Joie Autoasientos 9-18 a 30 kg,BAJO STOCK
AUTP016,Autoasientos,A pasear,Chicco,"",1,bueno,3942.00,3942.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: AUTP156 - Chicco Autoasientos 9-18 a 30 kg,BAJO STOCK
AUTP017,Autoasientos,A pasear,Nuna,"",1,bueno,8000.00,8000.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP159 - Nuna Autoasientos 9-18 a 30 kg,BAJO STOCK
AUTP018,Autoasientos,A pasear,Evenflo,"",1,bueno,1566.00,1566.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP161 - Evenflo Booster 18 a 49 Kg,BAJO STOCK
AUTP019,Autoasientos,A pasear,Britax,"",1,bueno,2154.60,2154.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP164 - Britax Portabebé 0-13 kg,BAJO STOCK
AUTP021,Autoasientos,A pasear,Chicco,"",1,bueno,2538.00,2538.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP179 - Chicco Portabebé 0-13 kg,BAJO STOCK
AUTP022,Autoasientos,A pasear,Cybex,"",1,bueno,4854.60,4854.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP180 - Cybex Portabebé 0-13 kg,BAJO STOCK
AUTP023,Autoasientos,A pasear,Britax,"",1,bueno,3132.00,3132.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: AUTP182 - Britax Booster 15 a 45 kg,BAJO STOCK
CARP002,Carriolas,A pasear,Stokke,"",1,bueno,7325.00,7325.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSCARP30 - Stokke Sin portabebé,BAJO STOCK
CARP003,Carriolas,A pasear,Stokke,"",1,bueno,7325.00,7325.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSCARP30 - Stokke Sin portabebé,BAJO STOCK
CARP004,Carriolas,A pasear,Prinsel,"",1,bueno,5022.00,5022.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSCARP69 - Prinsel Con portabebé,BAJO STOCK
CARP005,Carriolas,A pasear,UppaBaby,"",1,bueno,6490.00,6490.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSCARP72 - UppaBaby Sin portabebé,BAJO STOCK
CARP006,Carriolas,A pasear,Bugaboo,"",1,bueno,4590.00,4590.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSCARP74 - Bugaboo con fundas para bambineto,BAJO STOCK
CARP007,Carriolas,A pasear,Chicco,"",1,bueno,2850.00,2850.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSCARP161 - Chicco Doble,BAJO STOCK
CARP008,Carriolas,A pasear,Bugaboo,"",1,bueno,3690.00,3690.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSCARP91 - Bugaboo Bee,BAJO STOCK
CARP009,Carriolas,A pasear,Buggy,"",1,bueno,3099.00,3099.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSCARP92 - Buggy pod asiento adicional para carriola,BAJO STOCK
CARP010,Carriolas,A pasear,Maclaren,"",1,bueno,10249.20,10249.20,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSCARP96 - Maclaren Doble con Babinetos funda y acc,BAJO STOCK
CARP011,Carriolas,A pasear,Chicco,"",1,bueno,4806.00,4806.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSCARP97 - Chicco Doble,BAJO STOCK
CARP012,Carriolas,A pasear,Safety,"",1,bueno,3510.00,3510.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSCARP107 - Safety 1st Con portabebé,BAJO STOCK
CARP013,Carriolas,A pasear,Infanti,"",1,bueno,2322.00,2322.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSCARP111 - Infanti Doble,BAJO STOCK
CARP014,Carriolas,A pasear,Chicco,"",1,bueno,5929.20,5929.20,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP126 - Chicco Sin portabebé,BAJO STOCK
CARP015,Carriolas,A pasear,Joovy,"",1,bueno,2370.60,2370.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP129 - Joovy  Sin portabebé,BAJO STOCK
CARP016,Carriolas,A pasear,Joovy,"",1,bueno,2370.60,2370.60,0.50,1,Polanco,compra directa,25/09/2025,,SKU: CARP132 - Joovy  Sin portabebé,BAJO STOCK
CARP017,Carriolas,A pasear,Chicco,"",1,bueno,5670.00,5670.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: CARP140 - Chicco Con portabebé,BAJO STOCK
CARP018,Carriolas,A pasear,Bugaboo,"",1,bueno,7995.00,7995.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP141 - Bugaboo Sin portabebé,BAJO STOCK
CARP019,Carriolas,A pasear,Baby,"",1,bueno,759.00,759.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CARP150 - Baby Trend Sin portabebé,BAJO STOCK
CARP020,Carriolas,A pasear,Britax,"",1,bueno,5995.00,5995.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP151 - Britax Portabebé y Base,BAJO STOCK
CARP021,Carriolas,A pasear,GB,"",1,bueno,4849.20,4849.20,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP155 - GB Con portabebé,BAJO STOCK
CARP022,Carriolas,A pasear,Graco,"",1,bueno,5130.00,5130.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP157 - Graco Portabebé y Base,BAJO STOCK
CARP023,Carriolas,A pasear,Stokke,"",1,bueno,9714.60,9714.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP159 - Stokke Sin portabebé,BAJO STOCK
CARP024,Carriolas,A pasear,Stokke,"",1,bueno,7995.00,7995.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CARP160-1 - Stokke Sin portabebé,BAJO STOCK
CARP025,Carriolas,A pasear,Bugaboo,"",1,bueno,8990.00,8990.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP176 - Bugaboo Sin portabebé,BAJO STOCK
CARP026,Carriolas,A pasear,Chicco,"",1,bueno,4860.00,4860.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CARP184 - Chicco Doble,BAJO STOCK
CARP027,Carriolas,A pasear,Donna,"",1,bueno,6469.20,6469.20,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP186 - Donna Portabebé y Base,BAJO STOCK
CARP028,Carriolas,A pasear,Donna,"",1,bueno,9601.20,9601.20,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CARP190 - Donna Portabebé y Base,BAJO STOCK
CARP029,Carriolas,A pasear,Stokke,"",1,bueno,9714.60,9714.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP197 - Stokke Con portabebé,BAJO STOCK
CARP030,Carriolas,A pasear,Chicco,"",1,bueno,1890.00,1890.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP200 - Chicco Portabebé y Base,BAJO STOCK
CARP031,Carriolas,A pasear,Donna,"",1,bueno,7117.20,7117.20,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP205 - Donna Portabebé y Base,BAJO STOCK
CARP032,Carriolas,A pasear,UppaBaby,"",1,bueno,8934.60,8934.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP213 - UppaBaby Sin portabebé,BAJO STOCK
